,L,a,b,file
0,47.28736469805516,8.591870823722079,5.205131311754552,tile-images/MI_20191019_USA_35271.jpg
1,51.826975316023685,9.586326429104945,-6.333984689562516,tile-images/MI_20191019_USA_35517.jpg
2,50.211014338729065,8.534580138626913,-5.784600561962333,tile-images/MI_20191019_USA_35503.jpg
3,59.03569429888085,8.74522834311199,-5.321411545958326,tile-images/MI_20191019_USA_36022.jpg
4,49.011168248479706,10.937169283949174,1.3413364798749237,tile-images/MI_20191019_USA_36036.jpg
5,68.00176077748527,6.0172992020857725,-9.73041868689873,tile-images/MI_20191019_USA_31759.jpg
6,44.520622440267665,8.127526527679741,7.924841916284745,tile-images/MI_20191019_USA_35259.jpg
7,47.400689450003824,12.046236431523473,-5.042996873636279,tile-images/MI_20191019_USA_36546.jpg
8,54.068024724213245,7.584823062555464,0.30417998230896065,tile-images/MI_20191019_USA_36552.jpg
9,51.96394946365378,9.177243859078672,-1.071359983389258,tile-images/MI_20191019_USA_35932.jpg
10,52.92609577922867,6.594427135763355,-3.605647027274847,tile-images/MI_20191019_USA_35107.jpg
11,54.03086169763764,10.152701030229078,-17.46135051195324,tile-images/MI_20191019_USA_32132.jpg
12,43.07215098829282,7.837252008613531,-13.318301972536988,tile-images/MI_20191019_USA_35305.jpg
13,51.58160314236613,7.881960732375216,-3.1790666314168297,tile-images/MI_20191019_USA_35463.jpg
14,58.045310689173604,6.547386475784472,1.5172662732814166,tile-images/MI_20191019_USA_32318.jpg
15,55.567281105686256,8.464052277220663,2.0096475581442452,tile-images/MI_20191019_USA_32330.jpg
16,48.019568783056805,14.647791447722094,3.740524260172971,tile-images/MI_20191019_USA_34741.jpg
17,43.88013397279907,18.923221168980053,6.252206303438037,tile-images/MI_20191019_USA_34755.jpg
18,51.864155241626754,4.633033599496878,8.574713217082623,tile-images/MI_20191019_USA_31836.jpg
19,47.186969916662136,8.491337488287796,-7.328541793958124,tile-images/MI_20191019_USA_35489.jpg
20,42.91107876065056,10.792491029692222,-7.05686563888657,tile-images/MI_20191019_USA_34967.jpg
21,49.64615645031467,21.17071540899676,15.454851415317899,tile-images/MI_20191019_USA_34754.jpg
22,58.2238295317017,7.82821055338375,-13.075848707376313,tile-images/MI_20191019_USA_32127.jpg
23,46.40451041231512,6.571278687315818,2.820571758530853,tile-images/MI_20191019_USA_35099.jpg
24,58.855896901738724,9.528151488562589,-14.744001521096521,tile-images/MI_20191019_USA_32047.jpg
25,49.46628385960649,5.309955305485813,-2.834416087026731,tile-images/MI_20191019_USA_35066.jpg
26,52.95937209558077,6.314791676186931,5.153391749072036,tile-images/MI_20191019_USA_32292.jpg
27,56.74191212049602,8.094516068959937,-24.168550089570523,tile-images/MI_20191019_USA_31943.jpg
28,56.31849340402231,5.896104959411577,-1.8321566057663943,tile-images/MI_20191019_USA_34634.jpg
29,55.497215067349956,7.429706498295522,-3.291613566357955,tile-images/MI_20191019_USA_31994.jpg
30,48.6656928965659,9.411509447143446,-5.7424047205070945,tile-images/MI_20191019_USA_35502.jpg
31,43.626275231756,6.877580680043136,-2.326369419647818,tile-images/MI_20191019_USA_31764.jpg
32,50.840902163533926,20.37154707016751,2.1846430481786703,tile-images/MI_20191019_USA_31770.jpg
33,54.46196379828436,12.10437153859335,1.550640293340599,tile-images/MI_20191019_USA_36009.jpg
34,48.29108194266425,10.655089108176703,0.45571687788686305,tile-images/MI_20191019_USA_36035.jpg
35,52.21268081568613,9.851029952471572,-17.517662141580992,tile-images/MI_20191019_USA_31982.jpg
36,55.06895321832331,10.945722053703864,-5.949806683667431,tile-images/MI_20191019_USA_36021.jpg
37,51.3869670906785,7.250772133495503,1.4992513142339419,tile-images/MI_20191019_USA_32247.jpg
38,50.66680653276491,9.246197183015045,-24.921614906021055,tile-images/MI_20191019_USA_31969.jpg
39,54.34355653748234,7.997676600486989,-12.960918498987896,tile-images/MI_20191019_USA_32051.jpg
40,55.02565292949848,9.569999619038565,-18.330399420435064,tile-images/MI_20191019_USA_32045.jpg
41,51.87832825368454,8.180640882711273,-2.4544712683374996,tile-images/MI_20191019_USA_35931.jpg
42,48.92344986357825,8.903119514356451,-22.943411562018266,tile-images/MI_20191019_USA_32119.jpg
43,58.96607481401295,7.968406620235337,4.769091989249542,tile-images/MI_20191019_USA_35474.jpg
44,58.17663670386495,7.299302851854298,10.079038093106302,tile-images/MI_20191019_USA_32327.jpg
45,57.84373628758638,9.78608158468741,-0.5531027950669056,tile-images/MI_20191019_USA_36633.jpg
46,42.410940162395555,7.146312240372177,-6.299064624904501,tile-images/MI_20191019_USA_31820.jpg
47,52.58553343210718,4.399468752392489,1.667048704615224,tile-images/MI_20191019_USA_31834.jpg
48,57.03760254064809,7.599926194331221,-1.9290776769384528,tile-images/MI_20191019_USA_32332.jpg
49,59.25653444201531,6.86336624149842,7.829236901053567,tile-images/MI_20191019_USA_32326.jpg
50,57.19271897970829,3.3556778636161355,-2.2681565553431455,tile-images/MI_20191019_USA_35105.jpg
51,57.930743150084325,4.719692821238282,10.09995193144785,tile-images/MI_20191019_USA_34569.jpg
